Codigo,Preco,Mercadoria
132,"0,00",CATUPIRY C PRA PIZZA BIS 15KGX8
143,"0,00",REQUEIJAO AMARILIS BISNAGA
150,"0,00",MARGARINA 75% BALDE 15 KG SUPREMA
151,"0,00",FERMENTO BIOLOGICO SECO INSTANTANEO M DOCE 500 G P450
152,"0,00",ACUCAR CRISTAL SUPERIOR SACO 50 KG 20
153,"0,00",FARINHA DE TRIGO DONA MARIA 50 KG 00001
154,"0,00",MARGARINA 75% BALDE 15 KG PRIMOR
155,"0,00",MELHORITA P5
156,"0,00",ACUCAR REFINADO GRANULADO 50 KG 0000000000082
157,"0,00",EMULSIZAN EMULSIF. CONC. HIDROSSOLUVEL BSNGA 100 GRS 001.001162-003
168,"0,00",AMBIANTE 1LT
169,"0,00",CHANTILLY PLATINUM MAURI
170,"0,00",BRIOCHE 100% SC 5KG
171,"0,00","SICAO CHOC GOLD MEIO AMARGO 1,01KG"
172,"0,00","SICAO COB BRANCA MAIS 1,01 KG"
173,"0,00",BOLO DA MONTANHA MULTIGRAO SC 2KG
174,"0,00","HARMONY COLD CHOCOLATE BLD 4,5KG"
180,"0,00",FERMENTO BIOLOGICO INSTANTANEO 500G
181,"0,00",MARGARINA INDUSTRIAL MEDALHA DE OURO 80% 15KG
185,"0,00",FARINHA MEDALHA DE OURO 50KG
199,"0,00",TEGRAL BROWNIE 2KG
200,"0,00",MIST PAO DE QUEIJO MAURI 1KG
201,"0,00",GELEIA BRILHO MORANGO S/SEMENTE MAURI 4K
203,"0,00",CATUPIRY CREMILLE 18KG CX8UND
224,"0,00",MARG.IND.P.SABOR 70% 15KG
226,"0,00","HARMONY COLD NEUTRO BLD 4,5KG"
227,"0,00","CHOCOLANTE BRANCO BARRA 2,01KG"
228,"0,00","CHOCOLANTE MEIO AMARGO BARRA 2,01KG"
229,"0,00",LINGUICA TOSCANA LEBON CONG 5 KG
249,"0,00",LINGUICA CALABRESA RETA PERDIGAO
252,"0,00",FILE DE PEITO
259,"0,00",ADIPAN
260,"0,00",ADICREM CREME CONFEITEIRO
261,"0,00",FERMENTO QUIMICO
262,"0,00",ADINOMAX PAO DE QUEIJO
263,"0,00",BATTERMIX LARANJA
264,"0,00",BATTERMIX AIPIM
265,"0,00",AMIDO DE MILHO
266,"0,00",FILE DE PEITO DE FRANGO CONG. ENV. LAR CX 20 KG (71713)
277,"0,00",CARNE MOIDA CONG. FORTBOI CX 20X 500GR (2805) 1444
283,"0,00",BATTERMIX FUBA COMPLETO
284,"0,00",BATTERMIX AMENDOIM
285,"0,00",BATTERMIX MILHO VERDE TRAD.
286,"0,00",ESSENCIA BAUNILHA
287,"0,00",ESSENCIA COCO
288,"0,00",ESSENCIA LARANJA
289,"0,00",ESSENCIA ABACAXI
290,"0,00",BRILHO MORANGO
291,"0,00",BRILHO NEUTRO
292,"0,00",BRILHO CHOCOLATE
293,"0,00",BRILHO MARACUJA
294,"0,00",RECHEIO CHOCOLATE TRUFADO
295,"0,00",BRILHO CARAMELO
296,"0,00",CALDA DE CARAMELO
297,"0,00",BRILHO FRUTAS VERMELHAS
298,"0,00",COBERTURA BRANCA ESPELHADA
299,"0,00",BATTERMIX MULTIGRANO
300,"0,00",ZARPAN N HIDROSSOLUVEL BISNG
309,"0,00",LINGUICA CALABRESA CUR PERD
314,"0,00",HAMBURGUER BOV FGO FAST BURGER CX2016
315,"0,00",LINGUICA TIPO CALABRESA SADIA
317,"0,00",LINGUICA CALAB. RETA LEBON
319,"0,00",CREME RECHEIO MAURI 1KG
320,"0,00",FT IND.MED.DE OURO 25KG
361,"0,00",FILE DE PEITO DE FRANGO CONG. JAGUA CX 20 KG (400487)
362,"0,00",UVAS PASSAS
363,"0,00",SACO PANETONE 500 G
364,"0,00",PREPARADO PANETONE C GEMAS
365,"0,00",FORMA PARA PANETONE 500G
366,"0,00",FRUTAS CRISTALIZADAS
367,"0,00",FORMA PARA PANETONE 400G
368,"0,00",RECHEIO LIMAO COM RASPAS
375,"0,00",MOLHO DE TOMATE TAMBAU TRAD. POUCH UND  2 KG (0203013)
376,"0,00",LINGUICA MISTA CONG FRANGOSUL PCT 5 KG (2058)
377,"0,00",PALLET VAZADO 14X100X120 PTO.BOLIVAR 1UN
387,"0,00",CARNE MOIDA PURISSIMA CX15KG
392,"0,00",LINGUICA CALAB DEF RETA REZENDE PC25 CX15KG
394,"0,00",FILE DE PEITO DE FRANGO IND. MISTER FRANGO CX 18 KG (33922)
401,"0,00",TRIGUS BATATA
402,"0,00",TRIGUS BRIOCHE
409,"0,00",HAMBURGUER TEXAS GRANEL CX 2016KG
442,"0,00",MARGARINA SUPREMA 80% LIP.15 KG BD
443,"0,00",PLACAS PARA SORVETE 10L
449,"0,00",LINGUICA DEFUMADA FRANGO FRIATO PC25 CX15KG
455,"0,00",RECHEIO MARACUJA
456,"0,00",RECHEIO DOCE DE LEITE
457,"0,00",RECHEIO CHOCOLATE COM AMENDOIM
461,"0,00",LINGUICA CALABRESA RETA SADIA INST 25KG
469,"0,00",FILE CONG BOB CARRER CX10KG
488,"0,00",FERM.BIO.INST.FERMIPAN BROWN MD 500G
491,"0,00",ADINOR EMULSIZAN EMULSIF.CONC.HIDROS.5KG
492,"0,00",FT DOM.FINNA ESP.1KG
493,"0,00",FT IND.DIVINA ESP.25KG
498,"0,00",SUI IND LING CALABRESA FRESCA
516,"0,00",ESSENCIA BAUNILHA
517,"0,00",ESSENCIA LARANJA
518,"0,00",RECHEIO CHOCOLATE
519,"0,00",RECHEIO ABACAXI COM PEDACOS DE FRUTA
520,"0,00",RECHEIO MORANGO COM PEDACOS DE FRUTA
521,"0,00",BRILHO LIMAO COM RASPAS
523,"0,00",PEITO SOPFC MET FRANGO CONG ITF 15KG PD
525,"0,00",CATUPIRY CREMILLE  CX10 15KG
526,"0,00",LINGUICA SUINA PARA CHURRASCO SAUDALI PC5KG CX10KG
546,"0,00",FT IND.DIVINA ESP.50KG
556,"0,00",FILEZINHO DE PEITO ENV 20KG LAR
564,"0,00",FERMENTO INST. ADINOPAN
568,"0,00",REFRESCO TANG CAJA
575,"0,00",FT IND.MAXTRIGO PREMIUM 50KG
589,"0,00",BATTERMIX FUBA NORMAL
590,"0,00",BATTERMIX ECONOMICO
591,"0,00",BATTERMIX MILHO VERDE CREM.
592,"0,00",BATTERMIX ABACAXI
593,"0,00",BATTERMIX CAKE BANANA CLASSIC
594,"0,00",BATTERMIX LEITE CONDENSADO
595,"0,00",BATTERMIX LIMAO
596,"0,00",BATTERMIX CENOURA
597,"0,00",BATTERMIX FUBA CREMOSO
598,"0,00",TRIGUS SOFT INTEGRAL BANANA MEL E AVEIA SEB
599,"0,00",TRIGUS DOCEMIX PAO FRANCES 12 GRAOS
600,"0,00",FT IND.MAXTRIGO PAO FRANCES 25KG
601,"0,00",FILE DE PEITO FATIADO NAT PC2KG CX12KG
602,"0,00",ADIPAN
603,"0,00",DOCEMIX MASSA DOCE
604,"0,00",LINGUICA CHURR MISTA PT5KG PERD 20KG
609,"0,00",MIST.BOLO DE AIPIM BUNGE PRE MESCLA 5KG
627,"0,00",FT IND.DO PADEIRO 25KG
631,"0,00",FT IND.DO PADEIRO 50KG
632,"0,00",FT IND.SUPREMA 50KG
633,"0,00",FT IND.ADORITA ESP.50KG
637,"0,00",MARGARINA SOFITELI BALDE 15KG
639,"0,00",FARINHA TRIGO MEDALHA DE OURO 50KG FD
642,"0,00",FRG CONG MEIO PEITO S/O S/P
643,"0,00",BAND.LAMINADA 34X41 CM N 05 UN 1
644,"0,00",BANDEJA A20 BRANCA C/4X100UN CT 1
645,"0,00",EMB.P/ BOLO I-32 INTRAPLAST BASE (BRANCA)1X100UN CX 1
646,"0,00",BOB PICOTADA 25 X 35 SEGPLAST(KG) UN 1
647,"0,00",COLHER REF PREMIUM PRAFESTA CRISTAL 20X50UN PC 1
648,"0,00",ETIQ PRECO BRANCA MX 5500 C/1X10 UN 1
649,"0,00",ETIQUETA TERMICA BAL. 40X40 READY C/48 UN UN 1
650,"0,00",GARFO REF PRAFESTA PREMIUM BRANCO(20X50)UND PC 1
651,"0,00",SACOLA 38X48 COMPACT 10X100 UN ML 1
652,"0,00",PRATO DE PAPELAO 17XCM N 03 C/100 UN CT 1
653,"0,00",LUVA PLASTICA FORT FLEX HEALTH PCT C/100 PC 1
654,"0,00",FILME DE PVC ARTLINE 380X9X1000 UN UN 1
655,"0,00",SACOLA 30X40 (P) PAES E DOCES (ML) ML 1
656,"0,00",KIT POTE/TAMPA COPOZAN 500ML (14X25) PC 1
666,"0,00",LINGUICA TOSCANA SADIA PCT5KG CX20KG
667,"0,00",FILE DE PEITO BDJ CX12KG NAT
670,"0,00",EMB. P/ BOLO I-65 BASE BRANCA CX 1X50UN CX 1
671,"0,00",SACO 60X90 DE ALTA POLIET 1X1000UN CT 1
672,"0,00",PRATO DE PAPELAO 17XCM N 05 C/100 UN CT 1
673,"0,00",SACOLA 30X45 (P) RECICLADA (KG) KG 1
674,"0,00",HAMBURGUEIRA H02 ULTRA BR-FD 4X100UN CT 1
675,"0,00",ALCOOL SAFRA LIQUIDO 70 INPM-CX 12X1000ML UN 1
681,"0,00","REQUEIJAO NATURAL DA VACA 1,8KG CULINARIO(E)"
683,"0,00",ESSENCIA ABACAXI
685,"0,00",COXINHA DA ASA TEMP 1KG CX18KG C VALE
686,"0,00",LINGUICA CALABRESA ESTRELA PC25 CX15KG
691,"0,00",LINGUICA PERNIL SEARA KG
692,"0,00",LINGUICA CALA DEFUMADA SEARA KG
695,"0,00",PRATO DE PAPELAO 17XCM N 04 C/100 UN CT 1
704,"0,00",LINGUICA CAL SUINA SEARA CG PC25KG 75KGCX
705,"0,00",MEIO DAS ASAS TEMP IQF PCT1KG BOM TODO CX16KG
710,"0,00",ESTUFA 6080 F10 ALZ TITANIUM 1UN
711,"0,00",LINGUICA CALAB NOBRE PC2KG CX10KG
724,"0,00",BANDEJA A20 BRANCA C/4X100UN CT 1
725,"0,00",SACOLA 30X45 (P) RECICLADA (AZUL) (KG) KG 1
726,"0,00",COPO 050ML HAPPY 50X100UN PC 1
730,"0,00",FT IND.BEM FACILL 25KG
731,"0,00",KIT POTE/TAMPA RIOPLASTIC 500ML (12X25) PC 1
735,"0,00",FT IND.SUPREMA 25KG
736,"0,00",ASSADEIRA CANALETADAS 58X58 6OND SMT2
739,"0,00",CANUDO VITA REFRESQUE SACHE FD 30X100UN UN 1
740,"0,00",KIT POTE/TAMPA F.C 500ML (14X25) PC 1
741,"0,00",MUSCULO BOVINO
747,"0,00",FT IND.PREDILETA 25KG
755,"0,00",SACOLA 30X45 RECICLADA (KG) KG 1
756,"0,00",LUVA PLAST EMBAKEEP CX 100X100 UN PC 1
757,"0,00",EMB.P/ BOLO I-32 INTRAPLAST BASE (PRETA)1X100UN CX 1
758,"0,00",SACOLA 38X48 (M) COMPACT 10X100UN (ML) ML 1
759,"0,00",COPO 150ML COPOBRAS 25X100UN PC 1
760,"0,00",COLHER REF PREMIUM PRAFESTA BRANCA 20X50UN PC 1
761,"0,00",GARFO REF PRAFESTA PREMIUM BRANCO(20X50)UND PC 1
772,"0,00",0000001642 - GARRAFA FL 1000 ML C12
773,"0,00",0000000132 - EMBALAGEM PLAST. LS 1L REGULAR
788,"0,00",BEBIDA MISTA ISIS GUARANA E ACAI 350 ML
793,"0,00",SACOLA 37X47 (M) RIOPLASTIC 1000UN (ML) ML 1
794,"0,00",PRATO DE PAPELAO 17XCM N 04 C/100 UN PC 1
795,"0,00",PRATO DE PAPELAO 17XCM N 05 C/100 UN CT 1
801,"0,00",SACOLA 33X45 (P) FORPACK RECICLADA KG KG 1
802,"0,00",T 170 MANUAL TERMICA C/100 UN CX 1
803,"0,00",SACOLA 44X60 LISA BRANCA COMPACT 1000UN ML 1
804,"0,00",KIT POTE/TAMPA JBM 500ML (12X25) PC 1
808,"0,00",0000001640 - VASIL COCA-COLA LS 1L
810,"0,00",0000000436 - VASILHAME 600ML CX24UN
811,"0,00",0000000135 - EMB.PLAST. 600 ML
823,"0,00",CREME 05L OREO ( SLUP )
829,"0,00",SORV 01LT NAPOLITANO LIGHT
830,"0,00",.MA.CER 500G AO LEITE POWER BALL
831,"0,00",0000000156 - GARRAFA KUAT 290ML CX/24
832,"0,00",0000001161 - VASIL C-COLA ZERO KS 290ML
833,"0,00",0000000131 - EMB.PLAST. STD
837,"0,00",FT IND.SOBERANA PAPEL 25KG
839,"0,00",FTDE10-FORNO TURBO DIGITOP ELET 10EST TRIF 380V
847,"0,00",ADISTAB ESTABILIZANTE P BOLOS
848,"0,00",BRILHO MORANGO
849,"0,00",BRILHO NEUTRO
850,"0,00",BRILHO CHOCOLATE
851,"0,00",BRILHO CARAMELO
852,"0,00",CALDA DE CARAMELO
853,"0,00",BRILHO FRUTAS VERMELHAS
860,"0,00",0001202967 - ADES MACA TP 1L
861,"0,00",FT IND.PREDILETA PAPEL 25KG
865,"0,00",FT IND.BEM FACILL PAPEL 25KG
870,"0,00",FARINHA DE TRIGO DONA MARIA 25 KG
876,"0,00",BATTERMIX INTEGRAL
877,"0,00",RECHEIO BAUNILHA
878,"0,00",RECHEIO COCO
879,"0,00",BATTERMIX BROWNIE
880,"0,00",RECHEIO CHOCOLATE TRUFADO
881,"0,00",RECHEIO MORANGO
882,"0,00",RECHEIO GOIABA
883,"0,00",RECHEIO LIMAO COM RASPAS
903,"0,00","MAQUINA CAFE PRETA IDEA S29 1,2L 220V"
919,"0,00",0001202709 - MONST ULTRA PARAD LT 473ML
924,"0,00",FT IND.SUPREMA PAPEL 25KG
925,"0,00",MARG.IND.ELOGIATA 70% BLD 15KG
940,"0,00",MILHO PIPOCA KIM PULA PULA ALM 20X500G
951,"0,00",CAPSULA CAFE TRES SUPR 8X10X8G
952,"0,00",CAPSULA CAFE TRES VIBR 8X10X8G
957,"0,00",SACOLA 30X45 RECICLADA KG
958,"0,00",ETIQUETA TERMICA BAL 40X40 C/60 UN
959,"0,00",SACOLA 29X44 (P) ERIVAN 1000UN (ML
960,"0,00",SACOLA 38X48 M COMPACT FINA
961,"0,00",PRATO DE PAPELAO 17XCM Nº 04 C/100 UN
962,"0,00",PRATO DE PAPELAO 17XCM Nº 03 C/100 UN
963,"0,00",LUVA PLASTICAS VABENE CX 100X100 UN
964,"0,00",ETIQ PRECO VOLTE SEMPRE MX 5500 C/1X10
973,"0,00",GUARD. SERIDO 14X14 C/ 120 FD C/ 20 PCT
974,"0,00",EMB.P/ BOLO I-32 INTRAPLAST BASE (PRETA)1X100UN
975,"0,00",SACO LIXO 100 LT 75X90X10 PRETO
976,"0,00",SACOLA 25X35 (PP) ERIVAN 1000UN (ML)
977,"0,00",COPO 150ML ULTRA PP TRANSP 20X50UN
978,"0,00",COLHER REF PRAFESTA BRANCA 20X50UN
979,"0,00",GARFO REF PRAFESTA PREMIUM BRANCO 20X50 UND
980,"0,00",COPO 050ML HAPPY 50X100UN
981,"0,00",SACOLA 45X60 (G) ERIVAN 1000UN (ML)
1035,"0,00",ACUCAR 3C INST REFIN SACHE 1008X5G
1036,"0,00",AMIDO DE MILHO INDEMIL 25KG
1037,"0,00",FT IND.MED.DE OURO 25KG
1038,"0,00",FT IND.ADORITA ESP.25KG
1047,"0,00",PRE MIST.SINGEL 25KG
1049,"0,00",GOMA MASCAR TRIDENT MAX MENTABERRY 14X165 GR (762
1050,"0,00",IOGURTE VIVA LEVE AMEIXA 170 G
1071,"0,00",BATATA ROAST
1072,"0,00",IOGURTE ISIS AMEIXA 900 G
1073,"0,00",DROPS HALLS MENTA 21X28 GR (76222105511300)
1074,"0,00",DROPS HALLS CEREJA 21X28 GR (76222105509700)
1075,"0,00",LOGOTIPO NEON SC ACRIL 400MM
1076,"0,00",0001000167 - LEAO ICE TEA CF PES PET 1L (CX06)
1077,"0,00",BOLACHA INTEGRAL 20 X 200GR
1078,"0,00",COCO RALADO QUEIMADO LONGO 1KG
1079,"0,00",COCO RALADO FLOCADO FIOS LONGOS ADEL 1KG
1080,"0,00",CHANTILLY BETTERCREME SUPREMO 907G RICHS
1081,"0,00",GANACHE MEIO AMARGO RICHS 4KG
1082,"0,00",GANACHE BRANCO RICHS 4KG
1083,"0,00",GANACHE TOFFEE RICHS 4KG
1084,"0,00","COB FRAC CHOC BRANCA RICHS 2,3KG"
1085,"0,00","COB FRAC CHOC MEIO AMARGO RICHS 2,3KG"
1086,"0,00",CALDA ADIMIX 7KG PUDIM
1087,"0,00",GELEIA FRUTGEL 4KG MORANGO
1088,"0,00","DOCE PASTOSO DE LEITE XB 9,8KG"
1089,"0,00","DOCE PASTOSO DE LEITE C/CHOC XB 9,8KG"
1090,"0,00",CHANTILLY TOPPING NIAGARA 907G RICHS
1091,"0,00",GELEIA BRILHO NEUTRA PREMIUM RICHS 4KG
1092,"0,00",PASTA SPECIALITA 3KG CREME LEITINHO
1093,"0,00",MIST P/ BOLO CREM MIX 5KG F. VERMELHAS
1094,"0,00",TABLETE LACTA DIAMANTE NEGRO 12X34 GR (76222105733
1095,"0,00",BISCOITO LACTA BIS CHOC BRANCO MULTIPACK 1X3024 G
1096,"0,00",KIT POTE C/ TAMPA ULTRA 500ML (14X25)
1097,"0,00",SACOLA 29X44 P COMPACT FINA
1098,"0,00",SACOLA 37X47 (M) ERIVAN 1000UN (ML)
1099,"0,00",GOMA MASCAR TRIDENT MAX HORTELA 14X165 GR (762221
1100,"0,00",BALA BUBBALOO MORANGO PATINHAS 12X15 GR (762221056
1101,"0,00",FILEZINHO FGO CONG BDJ 1KG SADIA
1102,"0,00",QUEIJO MUSSARELA
1104,"0,00",IOGURTE ISIS FRUTAS VERMELHAS 900 G
1105,"0,00",0001209201 - GOM PURE FRUIT 3L 5P 15FSX8.5G
1106,"0,00",PIC 60 G MARENI CAJA CX C/30UN (Base de agua)
1107,"0,00",PIC 60 G MARENI NAPOLITANO CX C/30UN (Base de leite)
1108,"0,00",PIC 65 G MARENI BRIGADEIRO CX C/30UN
1109,"0,00",PIC 88 G MARENI MARE AMENDOAS CX C/18UN
1110,"0,00",COPO 180 G MARENI NAPOLITANO CX C/08UN
1111,"0,00",CONE 80 G MARENI BRIGADEIRO CX C/10UN
1112,"0,00",COPO SUNDAE 95 G MARENI PAVE CX C/12UN
1113,"0,00",COPO 100 G MARENI BRIGADEIRO CX C/12UN
1114,"0,00",PIC 65 G MARENI TABLETE CX C/30UN
1115,"0,00",PT 02L MARENI NAPOLITANO PC C/04UN
1116,"0,00",PT 02L MARENI PAVE PC C/04UN
1117,"0,00",TOUCA DESC. BRANCA FORTFLEX CX 50X100UN
1118,"0,00",REQUEIJAO ISIS TRADICIONAL 400 G
1119,"0,00",CAFE CAPPUCCINO 3 CORACOES CHOCOLATE SACHE 50X20G
1120,"0,00",CAFE CAPPUCCINO 3 CORACOES CLASSIC SACHE 50X20G
1121,"0,00",BEBIDA LACTEA 3 CORACOES CAPPUCCINO PINGADO PET 6X260ML
1122,"0,00",FRISCO LARANJA JONES 3 SACHE 10X18X18G
1123,"0,00",FRISCO MORANGO JONES 3 SACHE 10X18X18G
1124,"0,00",CAPSULA CAFE CAPPUCCINO TRES HAVANNA DOCE LEITE 8X10X11G
1125,"0,00",TABLETE LACTA AO LEITE 12X34 GR (76222105733600)
1126,"0,00",TABLETE LACTA LAKA 12X34 GR (76222105733300)
1127,"0,00",MIX P/PAO DE QUEIJO LOPES 1KG
1128,"0,00",MAXMIX SANTA 50KG
1129,"0,00",BEBIDA LACTEA CAPPUCCINO 3 CORACOES POWER WHEY CLASSICO 12X250ML
1130,"0,00",BEBIDA LACTEA CAPPUCCINO 3 CORACOES POWER WHEY CHOCOLATE 12X250ML
1131,"0,00",BEBIDA LACTEA CAPPUCCINO 3 CORACOES POWER WHEY COOKIES N CREAM 12X250ML
1132,"0,00",BEBIDA LACTEA CAPPUCCINO 3 CORACOES POWER WHEY DOCE DE LEITE 12X250ML
1133,"0,00",MANGA DE CONFEITEIRO BAKELS
1134,"0,00",DOCE PASTOSO DE LEITE C/ CHOC XB 5KG
1135,"0,00",PIC 65 G MARENI FLOCANTE CX C/30UN
1136,"0,00",PIC 60 G MARENI IOGURTE GREGO FRUTAS VERM. CX C/30UN
1137,"0,00","PT 1,5L MARENI NINHO TRUFADO PC C/04 UN."
1138,"0,00",PT 02L MARENI BOMBOM PC C/04UN
1139,"0,00",PT 02L MARENI CREME C PASSAS PC C/04UN
1140,"0,00",PT 02L MARENI BRIGADEIRO PC C/04UN
1141,"0,00",PT 02L MARENI TOFFE PC C/04UN
1142,"0,00",COPO 180 G MARENI CHOCREME CX C/08UN
1143,"0,00",CONE 75 G MARENI CROCANTE CX C/10UN
1144,"0,00",COPO SUNDAE 95 G MARENI MORANGO CX C/12UN
1145,"0,00",COPO 100 G MARENI NAPOLITANO CX C/12UN
1146,"0,00",CHEETOS 45 G ONDA REQUEIJAO(E)
1147,"0,00",CEBOLITOS 60G(E)
1148,"0,00",BATATA LAYS 45 G CLASSICA(E)
1149,"0,00",CHEETOS 37G BOLA(E)
1150,"0,00",CHEETOS 40 G LUA PARMESAO(E)
1151,"0,00",FANDANGOS 45 G PRESUNTO(E)
1152,"0,00",FANDANGOS 45 G QUEIJO(E)
1153,"0,00",DORITOS 53 G C/ PRECO NACHO(E)
1154,"0,00",DORITOS 53 G C/ PRECO SWEET CHILI(E)
1155,"0,00",CHEETOS 41 G PATAS(E)
1156,"0,00",DORITOS 48 G PIZZA(E)
1157,"0,00",BATATA SENSACOES 40 G FRANGO GRELHADO(E)
1158,"0,00",BATATA PALHA 60G ELMA CHIPS NA MESA TRADICIONAL(E)
1159,"0,00",RUFFLES 40 G SAL(E)
1160,"0,00",SALG 38 G TORCIDA COSTELA C/LIMAO(E)
1161,"0,00",SALG 38 G TORCIDA CHURRASCO(E)
1162,"0,00",FANDANGOS 45 G CHURRASCO(E)
1163,"0,00",RUFFLES 35G CHEESEBURGER(E)
1164,"0,00",MAXMIX ASA 50KG
1165,"0,00",COPO 150ML HAPPY 25X100UN
1166,"0,00",COPO 050ML ULTRACOPOS 50X100UN
1167,"0,00",BISC. CLUB SOCIAL MIX DE QUEIJOS 6X23.5 GR (762221
1168,"0,00",BISC. OREO ORIGINAL RECHEADO 16X18 GR (76222105300
1169,"0,00",FT IND. DONA BENTA 50KG
1170,"0,00",FT IND.BRANDINI PROF.50KG
1171,"0,00",MAXIMIX MAXI 50KG
1172,"0,00",KIT POTE/TAMPA 500ML CRISTALCORPO 12X25
1173,"0,00",HAMBURGUEIRA H02 ULTRA BRFD 4X100UN
1174,"0,00",BANDEIJA ISOPOR B1 BANCA C/400 UND
1175,"0,00",SACOLA 30X45 (P) VERMELHA KG
1176,"0,00",TODDY 175 G ORIGINAL SACHET(E)
1177,"0,00",RUFFLES 40 G CEBOLA E SALSA(E)
1178,"0,00",0001209251 - BALA MENTOS MINT 14P 16STX37.5G
1179,"0,00",PT 02L MARENI FLOCOS PC C/04UN
1180,"0,00",COPO SUNDAE 95 G MARENI CHOCOLATE CX C/12UN
1181,"0,00",BISCOITO LACTA BIS CHOC BRANCO MULTIPACK 5X1008 G
1182,"0,00",BISCOITO LACTA BIS CHOC AO LEITE MULTIPACK 5X1008
1183,"0,00",CREME DE LEITE 17 UHT 200G
561,"0,10",BALA TOFFE SORTIDA SANTA RITA
620,"0,10",BALA SORTIDA FANTASIA SANTA RITA 18X600G
254,"0,15",BALA MASTIGAVEL FRUTAS
233,"0,20",CHICLETE PLUT CAB ABOBORA
234,"0,20",CHICLETE PLUT BABA BRUXA
549,"0,20",CHICLETE BUBBALOO ADAMS UVA
560,"0,20",CARAMELOS BAUNILHA E CHOCOLATE SANTA RITA
657,"0,20",CHICLETE BUBBALOO ADAMS HORTELA UN
238,"0,25",PIRULITO CHERRY POP CEREJA
476,"0,25",CHICLETES ADAMS TUTTI FRUTTI
477,"0,35",CHICLETE BUBBALOO ADAMS MORANGO
1065,"0,35",GOMA PURE FRESH SORT MONO
11,"0,50",PAO UND
178,"0,60",PAO RECHEADO
27,"0,75",ROSQUINHA AÇUCARADA UND
77,"0,75",QUEIJO PETIT SUISSE ISINHO MORANGO UN
625,"0,75",BEBIDA LACTEA ISIS MORANGO 120 G
629,"0,75",BISCOITO CLUB SOCIAL ORIGINAL DISPLAY
698,"0,75",COLORIFICO DONA CLARA C/SAL 100G
709,"0,75",BISCOITO CLUB SOCIAL ORIGINAL ECONOMICA 24GR
774,"0,75",BEBIDA LACTEA ISIS BANANA C/ MACA BANDEJA 540 G UN
917,"0,75",ESPONJA DE LIMPEZA LUME CLEAN 1UND
487,"0,99",PICOLE SLUPOP AMENDOIM ( SLUP )
29,"1,00",PAO DOCE ESPECIAL UND
98,"1,00",HAMBURGUER MISTO LEBON
137,"1,00",CAFE
239,"1,00",PASTILHA FREEGELLS CEREJA
240,"1,00",PASTILHA  FREEGELLS EUCALIPTO
247,"1,00",BEBIDA LACTEA ISIS MORANGO 540G BANDEJA / UN
258,"1,00",MALLOWDREAM CUPCAKE
343,"1,00",PAO COM QUEIJO
355,"1,00",PICOLE SLUPOP CHICLETE
356,"1,00",PICOLE SLUPOP MORANGO
386,"1,00",HAMBURGUER FRANG CHULET UN
404,"1,00",PICOLE SLUPOP CHOCOLATE ( SLUP )
436,"1,00",REFRESCO TANG MORANGO 25GR
437,"1,00",REFRESCO TANG UVA 25GR
438,"1,00",REFRESCO TANG LARANJA 25GR
439,"1,00",REFRESCO TANG MARACUJA 25GR
475,"1,00",CHICLETES POPCLETS TUTTI FRUTTI
567,"1,00",HAMBURGUER GRANEL FAROESTE CHURRASCO 56G UN
569,"1,00",REFRESCO TANG ABACAXI
615,"1,00",PIC SLUPOP LEITE CONDENSADO SLUP
703,"1,00",FRISCO MARACUJA SACHE 25G
719,"1,00",FRISCO CAJA SACHE 25G
720,"1,00",FRISCO UVA SACHE 25G
721,"1,00",FRISCO MORANGO/IOGURT SACHE 25G
738,"1,00",PIC SLUPOP AZUL  SLUP
775,"1,00",QUEIJO PETIT SUISSE ISINHO MORANGO 320 G
783,"1,00",FRISCO UVA SACHE 25G
792,"1,00",PICOLE SLUPOP FLOCOS SLUP
814,"1,00",REFRESCO TANG UVA 25GR
815,"1,00",REFRESCO TANG LARANJA 25GR
816,"1,00",REFRESCO TANG ABACAXI 25GR
820,"1,00",REFRESCO MARATA LARANJA 30G
821,"1,00",REFRESCO MARATA MORANGO 30G
841,"1,00",REFRESCO MARATA UVA 30G
842,"1,00",REFRESCO MARATA ACEROLA 30G
891,"1,00",REFRESCO MARATA CAJA 30G
936,"1,00",COLORIFICO KIM S/SAL 100G
950,"1,00",COLORIFICO D CLARA C/SAL 100G
954,"1,00",REFRESCO MARATA GUARANA 30G
987,"1,00",BEBIDA LACTEA ISIS MORANGO UN
995,"1,00",QUEIJO PETIT SUISSE ISINHO MORANGO UN
1028,"1,00",REFRESCO MARATA ABACAXI 30G
123,"1,25",KUAT PET MINI 250ML
256,"1,25",PIRULITO DIP LOKO NEON ENERGY COLA
257,"1,25",PIRULITO DIP LOKO NEON MONSTERS
397,"1,25",REFRIGERANTE DORINHO COLA 250ML
398,"1,25",REFRIGERANTE DORINHO LIMAO 250ML
399,"1,25",REFRIGERANTE DORINHO LARANJA 250ML
400,"1,25",REFRIGERANTE DORINHO UVA 250ML
545,"1,25",HAMBURGER AURORA 56G UN
572,"1,25",REFRIGERANTE INDAIA GUARANA 250ML
573,"1,25",REFRIGERANTE INDAIA COLA 250ML
574,"1,25",REFRIGERANTE INDAIA UVA 250ML
578,"1,25",REFRIGERANTE DORINHO GUARANA 250ML
658,"1,25",REFRESCO TANG LIMAO 25GR
702,"1,25",FRISCO LARANJA SACHE 25G
706,"1,25",BOMBOM LACTA SONHO DE VALSA UN
